sale_date,product_name,category,season_affinity,price,cost_price,discount_percent,final_price,is_festival,festival_name,is_weekend,predicted_quantity_lgb,predicted_quantity_xgb,predicted_quantity_catboost,predicted_quantity_ensemble,forecasted_revenue
2025-11-15,Amul Cheese Slices 200g,Dairy,all,120,85,0.0,120.0,0,,1,24,23,22,23,2760.0
2025-11-16,Amul Cheese Slices 200g,Dairy,all,120,85,0.0,120.0,0,,1,24,23,22,23,2760.0
2025-11-17,Amul Cheese Slices 200g,Dairy,all,120,85,3.5,115.8,0,,0,24,23,22,22,2547.6
2025-11-18,Amul Cheese Slices 200g,Dairy,all,120,85,0.0,120.0,0,,0,24,23,21,22,2640.0
2025-11-19,Amul Cheese Slices 200g,Dairy,all,120,85,0.0,120.0,0,,0,24,23,21,22,2640.0
2025-11-20,Amul Cheese Slices 200g,Dairy,all,120,85,0.0,120.0,0,,0,24,23,22,23,2760.0
2025-11-21,Amul Cheese Slices 200g,Dairy,all,120,85,0.0,120.0,0,,0,24,23,23,23,2760.0
2025-11-15,Amul Ghee 500ml,Dairy,winter,300,220,0.0,300.0,0,,1,13,13,13,13,3900.0
2025-11-16,Amul Ghee 500ml,Dairy,winter,300,220,0.0,300.0,0,,1,13,13,13,13,3900.0
2025-11-17,Amul Ghee 500ml,Dairy,winter,300,220,2.5,292.5,0,,0,13,13,12,12,3510.0
2025-11-18,Amul Ghee 500ml,Dairy,winter,300,220,0.0,300.0,0,,0,13,13,12,12,3600.0
2025-11-19,Amul Ghee 500ml,Dairy,winter,300,220,0.0,300.0,0,,0,13,13,12,12,3600.0
2025-11-20,Amul Ghee 500ml,Dairy,winter,300,220,0.0,300.0,0,,0,13,13,12,13,3900.0
2025-11-21,Amul Ghee 500ml,Dairy,winter,300,220,0.0,300.0,0,,0,13,13,13,13,3900.0
2025-11-15,Amul Lassi 200ml,Dairy,summer,20,12,0.0,20.0,0,,1,31,31,30,31,620.0
2025-11-16,Amul Lassi 200ml,Dairy,summer,20,12,0.0,20.0,0,,1,31,31,31,31,620.0
2025-11-17,Amul Lassi 200ml,Dairy,summer,20,12,3.0,19.4,0,,0,31,30,29,30,582.0
2025-11-18,Amul Lassi 200ml,Dairy,summer,20,12,0.0,20.0,0,,0,31,31,29,30,600.0
2025-11-19,Amul Lassi 200ml,Dairy,summer,20,12,0.0,20.0,0,,0,31,30,29,30,600.0
2025-11-20,Amul Lassi 200ml,Dairy,summer,20,12,0.0,20.0,0,,0,31,31,30,31,620.0
2025-11-21,Amul Lassi 200ml,Dairy,summer,20,12,0.0,20.0,0,,0,31,31,31,31,620.0
2025-11-15,Amul Milk 1L,Dairy,all,50,35,0.0,50.0,0,,1,68,65,64,65,3250.0
2025-11-16,Amul Milk 1L,Dairy,all,50,35,0.0,50.0,0,,1,68,65,64,65,3250.0
2025-11-17,Amul Milk 1L,Dairy,all,50,35,3.0,48.5,0,,0,66,65,62,63,3055.5
2025-11-18,Amul Milk 1L,Dairy,all,50,35,0.0,50.0,0,,0,68,65,62,64,3200.0
2025-11-19,Amul Milk 1L,Dairy,all,50,35,0.0,50.0,0,,0,68,65,63,64,3200.0
2025-11-20,Amul Milk 1L,Dairy,all,50,35,0.0,50.0,0,,0,68,65,64,65,3250.0
2025-11-21,Amul Milk 1L,Dairy,all,50,35,0.0,50.0,0,,0,68,65,65,66,3300.0
2025-11-15,Bikano Soan Papdi 250g,Snacks,winter,100,70,3.5,96.5,0,,1,11,21,14,13,1254.5
2025-11-16,Bikano Soan Papdi 250g,Snacks,winter,100,70,0.0,100.0,0,,1,11,21,13,12,1200.0
2025-11-17,Bikano Soan Papdi 250g,Snacks,winter,100,70,0.0,100.0,0,,0,10,20,11,11,1100.0
2025-11-18,Bikano Soan Papdi 250g,Snacks,winter,100,70,0.0,100.0,0,,0,11,20,11,11,1100.0
2025-11-19,Bikano Soan Papdi 250g,Snacks,winter,100,70,2.25,97.75,0,,0,11,21,12,11,1075.25
2025-11-20,Bikano Soan Papdi 250g,Snacks,winter,100,70,0.0,100.0,0,,0,11,20,12,12,1200.0
2025-11-21,Bikano Soan Papdi 250g,Snacks,winter,100,70,0.0,100.0,0,,0,11,20,13,12,1200.0
2025-11-15,Bisleri Water 1L,Beverages,summer,20,12,0.0,20.0,0,,1,52,51,49,50,1000.0
2025-11-16,Bisleri Water 1L,Beverages,summer,20,12,2.5,19.5,0,,1,52,51,49,50,975.0
2025-11-17,Bisleri Water 1L,Beverages,summer,20,12,0.0,20.0,0,,0,52,51,48,49,980.0
2025-11-18,Bisleri Water 1L,Beverages,summer,20,12,3.5,19.3,0,,0,52,50,48,49,945.7
2025-11-19,Bisleri Water 1L,Beverages,summer,20,12,0.0,20.0,0,,0,52,51,48,49,980.0
2025-11-20,Bisleri Water 1L,Beverages,summer,20,12,0.0,20.0,0,,0,52,51,49,50,1000.0
2025-11-21,Bisleri Water 1L,Beverages,summer,20,12,0.0,20.0,0,,0,52,51,50,50,1000.0
2025-11-15,Britannia Bourbon 120g,Snacks,all,30,20,2.5,29.25,0,,1,32,35,32,32,936.0
2025-11-16,Britannia Bourbon 120g,Snacks,all,30,20,0.0,30.0,0,,1,32,34,32,32,960.0
2025-11-17,Britannia Bourbon 120g,Snacks,all,30,20,0.0,30.0,0,,0,30,33,30,30,900.0
2025-11-18,Britannia Bourbon 120g,Snacks,all,30,20,0.0,30.0,0,,0,31,34,30,31,930.0
2025-11-19,Britannia Bourbon 120g,Snacks,all,30,20,2.5,29.25,0,,0,31,34,31,31,906.75
2025-11-20,Britannia Bourbon 120g,Snacks,all,30,20,0.0,30.0,0,,0,32,34,31,31,930.0
2025-11-21,Britannia Bourbon 120g,Snacks,all,30,20,0.0,30.0,0,,0,32,34,32,32,960.0
2025-11-15,Britannia Good Day 100g,Snacks,all,30,20,3.0,29.099999999999998,0,,1,37,43,37,37,1076.6999999999998
2025-11-16,Britannia Good Day 100g,Snacks,all,30,20,0.0,30.0,0,,1,37,43,37,37,1110.0
2025-11-17,Britannia Good Day 100g,Snacks,all,30,20,0.0,30.0,0,,0,37,43,36,36,1080.0
2025-11-18,Britannia Good Day 100g,Snacks,all,30,20,0.0,30.0,0,,0,37,43,36,36,1080.0
2025-11-19,Britannia Good Day 100g,Snacks,all,30,20,2.75,29.175,0,,0,37,43,36,36,1050.3
2025-11-20,Britannia Good Day 100g,Snacks,all,30,20,0.0,30.0,0,,0,37,43,37,37,1110.0
2025-11-21,Britannia Good Day 100g,Snacks,all,30,20,0.0,30.0,0,,0,37,43,38,37,1110.0
2025-11-15,Britannia Milk Bread,Dairy,all,35,22,0.0,35.0,0,,1,48,48,50,50,1750.0
2025-11-16,Britannia Milk Bread,Dairy,all,35,22,0.0,35.0,0,,1,48,48,50,49,1715.0
2025-11-17,Britannia Milk Bread,Dairy,all,35,22,2.5,34.125,0,,0,48,48,49,49,1672.125
2025-11-18,Britannia Milk Bread,Dairy,all,35,22,0.0,35.0,0,,0,48,48,49,48,1680.0
2025-11-19,Britannia Milk Bread,Dairy,all,35,22,0.0,35.0,0,,0,47,48,49,49,1715.0
2025-11-20,Britannia Milk Bread,Dairy,all,35,22,0.0,35.0,0,,0,47,48,50,49,1715.0
2025-11-21,Britannia Milk Bread,Dairy,all,35,22,0.0,35.0,0,,0,48,48,51,50,1750.0
2025-11-15,Cadbury Dairy Milk 55g,Snacks,winter,50,35,3.25,48.375,0,,1,39,39,37,38,1838.25
2025-11-16,Cadbury Dairy Milk 55g,Snacks,winter,50,35,0.0,50.0,0,,1,39,38,37,37,1850.0
2025-11-17,Cadbury Dairy Milk 55g,Snacks,winter,50,35,0.0,50.0,0,,0,39,38,36,36,1800.0
2025-11-18,Cadbury Dairy Milk 55g,Snacks,winter,50,35,0.0,50.0,0,,0,39,38,36,37,1850.0
2025-11-19,Cadbury Dairy Milk 55g,Snacks,winter,50,35,3.0,48.5,0,,0,39,38,36,37,1794.5
2025-11-20,Cadbury Dairy Milk 55g,Snacks,winter,50,35,0.0,50.0,0,,0,39,38,37,37,1850.0
2025-11-21,Cadbury Dairy Milk 55g,Snacks,winter,50,35,0.0,50.0,0,,0,39,38,37,38,1900.0
2025-11-15,Catch Chilli Powder 100g,Staples,all,65,45,0.0,65.0,0,,1,15,15,14,15,975.0
2025-11-16,Catch Chilli Powder 100g,Staples,all,65,45,0.0,65.0,0,,1,15,15,14,15,975.0
2025-11-17,Catch Chilli Powder 100g,Staples,all,65,45,0.0,65.0,0,,0,15,15,13,14,910.0
2025-11-18,Catch Chilli Powder 100g,Staples,all,65,45,0.0,65.0,0,,0,15,15,13,14,910.0
2025-11-19,Catch Chilli Powder 100g,Staples,all,65,45,0.0,65.0,0,,0,15,15,13,14,910.0
2025-11-20,Catch Chilli Powder 100g,Staples,all,65,45,0.0,65.0,0,,0,15,15,14,14,910.0
2025-11-21,Catch Chilli Powder 100g,Staples,all,65,45,2.25,63.5375,0,,0,15,15,15,15,953.0625
2025-11-15,Clinic Plus Shampoo 340ml,Personal Care,all,160,115,0.0,160.0,0,,1,14,14,15,15,2400.0
2025-11-16,Clinic Plus Shampoo 340ml,Personal Care,all,160,115,0.0,160.0,0,,1,14,14,15,15,2400.0
2025-11-17,Clinic Plus Shampoo 340ml,Personal Care,all,160,115,0.0,160.0,0,,0,14,14,14,14,2240.0
2025-11-18,Clinic Plus Shampoo 340ml,Personal Care,all,160,115,0.0,160.0,0,,0,14,14,14,14,2240.0
2025-11-19,Clinic Plus Shampoo 340ml,Personal Care,all,160,115,12.0,140.8,0,,0,14,14,15,14,1971.2000000000003
2025-11-20,Clinic Plus Shampoo 340ml,Personal Care,all,160,115,2.75,155.6,0,,0,14,14,15,15,2334.0
2025-11-21,Clinic Plus Shampoo 340ml,Personal Care,all,160,115,0.0,160.0,0,,0,14,14,16,15,2400.0
2025-11-15,Coca Cola 500ml,Beverages,summer,40,25,0.0,40.0,0,,1,33,34,32,32,1280.0
2025-11-16,Coca Cola 500ml,Beverages,summer,40,25,3.25,38.7,0,,1,34,35,33,33,1277.1000000000001
2025-11-17,Coca Cola 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,33,34,32,32,1280.0
2025-11-18,Coca Cola 500ml,Beverages,summer,40,25,3.25,38.7,0,,0,34,35,32,32,1238.4
2025-11-19,Coca Cola 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,33,34,31,32,1280.0
2025-11-20,Coca Cola 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,33,34,32,32,1280.0
2025-11-21,Coca Cola 500ml,Beverages,summer,40,25,0.0,40.0,0,,0,33,34,33,33,1320.0
2025-11-15,Colgate Toothpaste 200g,Personal Care,all,110,78,0.0,110.0,0,,1,26,27,28,28,3080.0
2025-11-16,Colgate Toothpaste 200g,Personal Care,all,110,78,0.0,110.0,0,,1,26,27,28,28,3080.0
2025-11-17,Colgate Toothpaste 200g,Personal Care,all,110,78,0.0,110.0,0,,0,26,26,26,26,2860.0
2025-11-18,Colgate Toothpaste 200g,Personal Care,all,110,78,0.0,110.0,0,,0,26,26,26,26,2860.0
2025-11-19,Colgate Toothpaste 200g,Personal Care,all,110,78,12.0,96.8,0,,0,27,27,28,28,2710.4
2025-11-20,Colgate Toothpaste 200g,Personal Care,all,110,78,2.25,107.525,0,,0,26,27,28,27,2903.175
2025-11-21,Colgate Toothpaste 200g,Personal Care,all,110,78,0.0,110.0,0,,0,26,27,29,28,3080.0
2025-11-15,Dettol Soap 125g 4-pack,Personal Care,all,140,100,0.0,140.0,0,,1,9,9,10,9,1260.0
2025-11-16,Dettol Soap 125g 4-pack,Personal Care,all,140,100,0.0,140.0,0,,1,9,9,10,10,1400.0
2025-11-17,Dettol Soap 125g 4-pack,Personal Care,all,140,100,0.0,140.0,0,,0,9,9,9,9,1260.0
2025-11-18,Dettol Soap 125g 4-pack,Personal Care,all,140,100,0.0,140.0,0,,0,9,9,9,9,1260.0
2025-11-19,Dettol Soap 125g 4-pack,Personal Care,all,140,100,12.0,123.2,0,,0,9,10,10,10,1232.0
2025-11-20,Dettol Soap 125g 4-pack,Personal Care,all,140,100,2.75,136.15,0,,0,9,10,10,10,1361.5
2025-11-21,Dettol Soap 125g 4-pack,Personal Care,all,140,100,0.0,140.0,0,,0,9,9,10,10,1400.0
2025-11-15,Dove Soap 100g 3-pack,Personal Care,all,180,130,0.0,180.0,0,,1,9,7,8,8,1440.0
2025-11-16,Dove Soap 100g 3-pack,Personal Care,all,180,130,0.0,180.0,0,,1,9,8,8,8,1440.0
2025-11-17,Dove Soap 100g 3-pack,Personal Care,all,180,130,0.0,180.0,0,,0,9,8,8,8,1440.0
2025-11-18,Dove Soap 100g 3-pack,Personal Care,all,180,130,0.0,180.0,0,,0,9,8,8,8,1440.0
2025-11-19,Dove Soap 100g 3-pack,Personal Care,all,180,130,12.0,158.4,0,,0,9,8,8,8,1267.2
2025-11-20,Dove Soap 100g 3-pack,Personal Care,all,180,130,3.0,174.6,0,,0,9,8,8,8,1396.8
2025-11-21,Dove Soap 100g 3-pack,Personal Care,all,180,130,0.0,180.0,0,,0,9,8,9,9,1620.0
2025-11-15,Everest Garam Masala 100g,Staples,winter,85,60,0.0,85.0,0,,1,15,13,15,15,1275.0
2025-11-16,Everest Garam Masala 100g,Staples,winter,85,60,0.0,85.0,0,,1,15,13,15,15,1275.0
2025-11-17,Everest Garam Masala 100g,Staples,winter,85,60,0.0,85.0,0,,0,14,13,13,14,1190.0
2025-11-18,Everest Garam Masala 100g,Staples,winter,85,60,0.0,85.0,0,,0,14,13,14,14,1190.0
2025-11-19,Everest Garam Masala 100g,Staples,winter,85,60,0.0,85.0,0,,0,14,13,14,14,1190.0
2025-11-20,Everest Garam Masala 100g,Staples,winter,85,60,0.0,85.0,0,,0,14,13,14,14,1190.0
2025-11-21,Everest Garam Masala 100g,Staples,winter,85,60,2.0,83.3,0,,0,15,13,16,15,1249.5
2025-11-15,Fortune Sunflower Oil 1L,Staples,all,180,130,0.0,180.0,0,,1,22,22,21,22,3960.0
2025-11-16,Fortune Sunflower Oil 1L,Staples,all,180,130,0.0,180.0,0,,1,22,22,21,22,3960.0
2025-11-17,Fortune Sunflower Oil 1L,Staples,all,180,130,0.0,180.0,0,,0,22,22,20,21,3780.0
2025-11-18,Fortune Sunflower Oil 1L,Staples,all,180,130,0.0,180.0,0,,0,22,22,20,20,3600.0
2025-11-19,Fortune Sunflower Oil 1L,Staples,all,180,130,0.0,180.0,0,,0,22,22,20,21,3780.0
2025-11-20,Fortune Sunflower Oil 1L,Staples,all,180,130,0.0,180.0,0,,0,22,22,21,21,3780.0
2025-11-21,Fortune Sunflower Oil 1L,Staples,all,180,130,2.75,175.05,0,,0,22,22,22,22,3851.1000000000004
2025-11-15,Frooti Mango Drink 200ml,Beverages,summer,20,13,0.0,20.0,0,,1,24,25,24,24,480.0
2025-11-16,Frooti Mango Drink 200ml,Beverages,summer,20,13,2.25,19.55,0,,1,24,25,25,24,469.20000000000005
2025-11-17,Frooti Mango Drink 200ml,Beverages,summer,20,13,0.0,20.0,0,,0,24,24,24,24,480.0
2025-11-18,Frooti Mango Drink 200ml,Beverages,summer,20,13,3.25,19.35,0,,0,24,24,23,24,464.40000000000003
2025-11-19,Frooti Mango Drink 200ml,Beverages,summer,20,13,0.0,20.0,0,,0,24,24,23,23,460.0
2025-11-20,Frooti Mango Drink 200ml,Beverages,summer,20,13,0.0,20.0,0,,0,24,24,24,24,480.0
2025-11-21,Frooti Mango Drink 200ml,Beverages,summer,20,13,0.0,20.0,0,,0,24,25,25,25,500.0
2025-11-15,Gillette Mach3 Razor 1pc,Personal Care,all,180,130,0.0,180.0,0,,1,8,8,7,8,1440.0
2025-11-16,Gillette Mach3 Razor 1pc,Personal Care,all,180,130,0.0,180.0,0,,1,8,9,8,8,1440.0
2025-11-17,Gillette Mach3 Razor 1pc,Personal Care,all,180,130,0.0,180.0,0,,0,9,9,7,7,1260.0
2025-11-18,Gillette Mach3 Razor 1pc,Personal Care,all,180,130,0.0,180.0,0,,0,9,9,7,7,1260.0
2025-11-19,Gillette Mach3 Razor 1pc,Personal Care,all,180,130,12.0,158.4,0,,0,9,9,8,8,1267.2
2025-11-20,Gillette Mach3 Razor 1pc,Personal Care,all,180,130,3.0,174.6,0,,0,9,9,8,8,1396.8
2025-11-21,Gillette Mach3 Razor 1pc,Personal Care,all,180,130,0.0,180.0,0,,0,9,9,8,8,1440.0
2025-11-15,Haldiram Bhujia 200g,Snacks,all,50,35,2.75,48.625,0,,1,24,32,25,25,1215.625
2025-11-16,Haldiram Bhujia 200g,Snacks,all,50,35,0.0,50.0,0,,1,24,32,24,24,1200.0
2025-11-17,Haldiram Bhujia 200g,Snacks,all,50,35,0.0,50.0,0,,0,24,32,24,24,1200.0
2025-11-18,Haldiram Bhujia 200g,Snacks,all,50,35,0.0,50.0,0,,0,24,32,23,23,1150.0
2025-11-19,Haldiram Bhujia 200g,Snacks,all,50,35,2.0,49.0,0,,0,24,32,24,24,1176.0
2025-11-20,Haldiram Bhujia 200g,Snacks,all,50,35,0.0,50.0,0,,0,24,32,24,24,1200.0
2025-11-21,Haldiram Bhujia 200g,Snacks,all,50,35,0.0,50.0,0,,0,24,32,25,25,1250.0
2025-11-15,Haldiram Namkeen Mix 200g,Snacks,all,60,42,2.0,58.8,0,,1,18,30,21,20,1176.0
2025-11-16,Haldiram Namkeen Mix 200g,Snacks,all,60,42,0.0,60.0,0,,1,18,29,21,20,1200.0
2025-11-17,Haldiram Namkeen Mix 200g,Snacks,all,60,42,0.0,60.0,0,,0,18,28,19,19,1140.0
2025-11-18,Haldiram Namkeen Mix 200g,Snacks,all,60,42,0.0,60.0,0,,0,18,29,19,19,1140.0
2025-11-19,Haldiram Namkeen Mix 200g,Snacks,all,60,42,2.5,58.5,0,,0,18,29,20,19,1111.5
2025-11-20,Haldiram Namkeen Mix 200g,Snacks,all,60,42,0.0,60.0,0,,0,18,29,20,19,1140.0
2025-11-21,Haldiram Namkeen Mix 200g,Snacks,all,60,42,0.0,60.0,0,,0,18,29,21,20,1200.0
2025-11-15,Himalaya Face Wash 100ml,Personal Care,summer,140,100,0.0,140.0,0,,1,14,14,13,13,1820.0
2025-11-16,Himalaya Face Wash 100ml,Personal Care,summer,140,100,0.0,140.0,0,,1,14,14,13,13,1820.0
2025-11-17,Himalaya Face Wash 100ml,Personal Care,summer,140,100,0.0,140.0,0,,0,14,14,12,12,1680.0
2025-11-18,Himalaya Face Wash 100ml,Personal Care,summer,140,100,0.0,140.0,0,,0,14,14,12,13,1820.0
2025-11-19,Himalaya Face Wash 100ml,Personal Care,summer,140,100,12.0,123.2,0,,0,14,14,13,13,1601.6000000000001
2025-11-20,Himalaya Face Wash 100ml,Personal Care,summer,140,100,2.5,136.5,0,,0,14,14,13,13,1774.5
2025-11-21,Himalaya Face Wash 100ml,Personal Care,summer,140,100,0.0,140.0,0,,0,14,14,13,14,1960.0
2025-11-15,India Gate Basmati Rice 5kg,Staples,all,450,320,0.0,450.0,0,,1,11,13,12,12,5400.0
2025-11-16,India Gate Basmati Rice 5kg,Staples,all,450,320,0.0,450.0,0,,1,11,13,12,12,5400.0
2025-11-17,India Gate Basmati Rice 5kg,Staples,all,450,320,0.0,450.0,0,,0,11,13,11,11,4950.0
2025-11-18,India Gate Basmati Rice 5kg,Staples,all,450,320,0.0,450.0,0,,0,11,13,11,11,4950.0
2025-11-19,India Gate Basmati Rice 5kg,Staples,all,450,320,0.0,450.0,0,,0,11,13,11,11,4950.0
2025-11-20,India Gate Basmati Rice 5kg,Staples,all,450,320,0.0,450.0,0,,0,11,13,11,11,4950.0
2025-11-21,India Gate Basmati Rice 5kg,Staples,all,450,320,3.5,434.25,0,,0,11,13,13,12,5211.0
2025-11-15,India Gate Sabudana 500g,Staples,all,80,55,0.0,80.0,0,,1,9,11,9,9,720.0
2025-11-16,India Gate Sabudana 500g,Staples,all,80,55,0.0,80.0,0,,1,9,11,9,9,720.0
2025-11-17,India Gate Sabudana 500g,Staples,all,80,55,0.0,80.0,0,,0,9,11,8,8,640.0
2025-11-18,India Gate Sabudana 500g,Staples,all,80,55,0.0,80.0,0,,0,9,11,8,8,640.0
2025-11-19,India Gate Sabudana 500g,Staples,all,80,55,0.0,80.0,0,,0,9,11,8,8,640.0
2025-11-20,India Gate Sabudana 500g,Staples,all,80,55,0.0,80.0,0,,0,9,11,9,9,720.0
2025-11-21,India Gate Sabudana 500g,Staples,all,80,55,2.25,78.2,0,,0,9,11,10,9,703.8000000000001
2025-11-15,KitKat Chocolate 37g,Snacks,winter,40,28,2.75,38.9,0,,1,25,26,27,26,1011.4
2025-11-16,KitKat Chocolate 37g,Snacks,winter,40,28,0.0,40.0,0,,1,25,26,27,26,1040.0
2025-11-17,KitKat Chocolate 37g,Snacks,winter,40,28,0.0,40.0,0,,0,25,25,26,26,1040.0
2025-11-18,KitKat Chocolate 37g,Snacks,winter,40,28,0.0,40.0,0,,0,24,25,25,25,1000.0
2025-11-19,KitKat Chocolate 37g,Snacks,winter,40,28,2.75,38.9,0,,0,25,25,26,25,972.5
2025-11-20,KitKat Chocolate 37g,Snacks,winter,40,28,0.0,40.0,0,,0,24,25,26,26,1040.0
2025-11-21,KitKat Chocolate 37g,Snacks,winter,40,28,0.0,40.0,0,,0,25,26,27,27,1080.0
2025-11-15,Kurkure 60g Masala Munch,Snacks,all,20,13,3.5,19.3,0,,1,37,43,38,38,733.4
2025-11-16,Kurkure 60g Masala Munch,Snacks,all,20,13,0.0,20.0,0,,1,37,42,37,37,740.0
2025-11-17,Kurkure 60g Masala Munch,Snacks,all,20,13,0.0,20.0,0,,0,37,42,35,36,720.0
2025-11-18,Kurkure 60g Masala Munch,Snacks,all,20,13,0.0,20.0,0,,0,37,42,35,36,720.0
2025-11-19,Kurkure 60g Masala Munch,Snacks,all,20,13,3.25,19.35,0,,0,37,42,36,37,715.95
2025-11-20,Kurkure 60g Masala Munch,Snacks,all,20,13,0.0,20.0,0,,0,37,42,37,37,740.0
2025-11-21,Kurkure 60g Masala Munch,Snacks,all,20,13,0.0,20.0,0,,0,37,42,37,37,740.0
2025-11-15,Lays Chips 52g Classic Salted,Snacks,all,20,13,3.25,19.35,0,,1,38,42,37,37,715.95
2025-11-16,Lays Chips 52g Classic Salted,Snacks,all,20,13,0.0,20.0,0,,1,38,41,36,37,740.0
2025-11-17,Lays Chips 52g Classic Salted,Snacks,all,20,13,0.0,20.0,0,,0,38,41,35,36,720.0
2025-11-18,Lays Chips 52g Classic Salted,Snacks,all,20,13,0.0,20.0,0,,0,38,41,35,36,720.0
2025-11-19,Lays Chips 52g Classic Salted,Snacks,all,20,13,3.5,19.3,0,,0,38,41,36,36,694.8000000000001
2025-11-20,Lays Chips 52g Classic Salted,Snacks,all,20,13,0.0,20.0,0,,0,38,41,36,36,720.0
2025-11-21,Lays Chips 52g Classic Salted,Snacks,all,20,13,0.0,20.0,0,,0,38,41,37,37,740.0
2025-11-15,MDH Chana Masala 100g,Staples,all,70,50,0.0,70.0,0,,1,11,14,11,11,770.0
2025-11-16,MDH Chana Masala 100g,Staples,all,70,50,0.0,70.0,0,,1,11,14,11,11,770.0
2025-11-17,MDH Chana Masala 100g,Staples,all,70,50,0.0,70.0,0,,0,11,14,10,10,700.0
2025-11-18,MDH Chana Masala 100g,Staples,all,70,50,0.0,70.0,0,,0,11,14,10,10,700.0
2025-11-19,MDH Chana Masala 100g,Staples,all,70,50,0.0,70.0,0,,0,11,14,10,10,700.0
2025-11-20,MDH Chana Masala 100g,Staples,all,70,50,0.0,70.0,0,,0,11,14,10,10,700.0
2025-11-21,MDH Chana Masala 100g,Staples,all,70,50,3.25,67.72500000000001,0,,0,11,14,11,11,744.9750000000001
2025-11-15,Maggi Noodles 280g 4-pack,Snacks,monsoon,48,34,2.5,46.8,0,,1,44,44,45,45,2106.0
2025-11-16,Maggi Noodles 280g 4-pack,Snacks,monsoon,48,34,0.0,48.0,0,,1,44,43,45,45,2160.0
2025-11-17,Maggi Noodles 280g 4-pack,Snacks,monsoon,48,34,0.0,48.0,0,,0,44,44,43,43,2064.0
2025-11-18,Maggi Noodles 280g 4-pack,Snacks,monsoon,48,34,0.0,48.0,0,,0,44,44,43,43,2064.0
2025-11-19,Maggi Noodles 280g 4-pack,Snacks,monsoon,48,34,2.75,46.68,0,,0,44,44,44,44,2053.92
2025-11-20,Maggi Noodles 280g 4-pack,Snacks,monsoon,48,34,0.0,48.0,0,,0,44,44,45,44,2112.0
2025-11-21,Maggi Noodles 280g 4-pack,Snacks,monsoon,48,34,0.0,48.0,0,,0,44,43,45,45,2160.0
2025-11-15,Mother Dairy Curd 400g,Dairy,summer,30,20,0.0,30.0,0,,1,52,51,49,50,1500.0
2025-11-16,Mother Dairy Curd 400g,Dairy,summer,30,20,0.0,30.0,0,,1,52,51,50,50,1500.0
2025-11-17,Mother Dairy Curd 400g,Dairy,summer,30,20,3.5,28.95,0,,0,52,51,49,50,1447.5
2025-11-18,Mother Dairy Curd 400g,Dairy,summer,30,20,0.0,30.0,0,,0,52,51,48,49,1470.0
2025-11-19,Mother Dairy Curd 400g,Dairy,summer,30,20,0.0,30.0,0,,0,52,51,49,49,1470.0
